,pk,company_name,litigation_reason,litigation_reason_reference,claim_category,claim_category_reference,source_of_pfas,source_of_pfas_reference,settlement_finalized,settlement_currency,settlement_amount,settlement_paid_date,settlement_reference,0
117,als_52154_20240501212806,3M Company,Occupational Exposure,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company and PFAS. It only discusses the ongoing litigation and the establishment of a 'bellwether' program for early trial dates. Therefore, no specific settlement details can be extracted.",
117,als_52154_20240501212806,DuPont,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to DuPont and PFAS. It only discusses ongoing litigation and the establishment of a 'bellwether' program for early trial dates. Therefore, it is not possible to determine if a settlement has been finalized or any details about the settlement amount from the provided text.",
117,als_52154_20240501212806,Tyco Fire Products,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Tyco Fire Products and PFAS. It only discusses the ongoing litigation and the centralization of cases in the U.S. District Court for the District of South Carolina. There is no indication that a settlement has been finalized or any details about a settlement amount.",
117,als_52154_20240501212806,Buckeye Fire Equipment Company,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment are now centralized in the U.S. District Court for the District of South Carolina, as part of a federal MDL or multidistrict litigation, since they each raise common questions of fact and law.""",Products,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Buckeye Fire Equipment Company. It only discusses the ongoing litigation and the centralization of claims in the U.S. District Court for the District of South Carolina. Therefore, it is not possible to determine if the case has been settled or any details about a settlement from the provided text.",
117,als_52154_20240501212806,Kidde-Fenwal,Occupational Exposure,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Products,"Article: ""Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Kidde-Fenwal and PFAS. It only discusses the ongoing litigation and the centralization of cases in the U.S. District Court for the District of South Carolina. There is no indication that a settlement has been finalized or any details about a settlement amount.",
119,als_51836_20240501213022,3M,Environmental Pollution,"Article: ""The lawsuit stemmed from the use of per- and polyfluoroalkyl substances (PFAS) to treat leather at a Wolverine footwear manufacturing facility, which leached into Michigan drinking water, posing potential health risks for more than 1,700 area residents.""",Environmental Liability,"Article: ""dumping of toxic chemicals near a Wolverine World Wide footwear manufacturing facility in Michigan""",Products,Inferred: No explanation available,True,USD,54000000.00,2023-03-29,"Article: ""A federal judge has granted final approval for a $54 million PFAS settlement""",
119,als_51836_20240501213022,Wolverine Worldwide,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""the dumping of toxic chemicals near a Wolverine World Wide footwear manufacturing facility in Michigan""",Products,Inferred: No explanation available,True,USD,54000000.00,2023-03-29,"Article: ""A federal judge has granted final approval for a $54 million PFAS settlement""",
122,als_51566_20240501212804,3M Company,Environmental Pollution,Inferred: No explanation available,Product Liability,Inferred: No explanation available,Products,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company for PFAS. It only discusses the ongoing litigation and the centralization of claims in the U.S. District Court for the District of South Carolina. There is no indication that a settlement has been finalized or any specific details about a settlement amount.",
122,als_51566_20240501212804,DuPont,Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to DuPont and PFAS. It discusses ongoing litigation and the centralization of claims in the U.S. District Court for the District of South Carolina, but no details about a finalized settlement or specific amounts are provided.",
122,als_51566_20240501212804,Tyco Fire Products,Bodily Injury (Individuals alleging health affects),"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of fire fighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment are now centralized in the U.S. District Court for the District of South Carolina, as part of a federal MDL or multidistrict litigation, since they each raise common questions of fact and law.""",Products,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment are now centralized in the U.S. District Court for the District of South Carolina""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Tyco Fire Products for PFAS. It only discusses the ongoing litigation and the centralization of claims in the U.S. District Court for the District of South Carolina. There is no indication that a settlement has been finalized or any details about a settlement amount.",
122,als_51566_20240501212804,Buckeye Fire Equipment Company,Product,Inferred: No explanation available,Product Liability,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",Products,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Buckeye Fire Equipment Company. It only discusses the ongoing litigation and the centralization of claims in the U.S. District Court for the District of South Carolina. Therefore, it is not possible to determine if the case has been settled or any details about a settlement from the provided text.",
122,als_51566_20240501212804,Kidde-Fenwal,Bodily Injury (Individuals alleging health affects),"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of fire fighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,Inferred: No explanation available,Products,"Article: ""Claims brought throughout the federal court system against 3M Company, DuPont, Tyco Fire Products, Buckeye Fire Equipment Company, Kidde-Fenwal and other manufacturers of firefighting foam and protective equipment""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Kidde-Fenwal for PFAS. It only discusses the ongoing litigation and the centralization of cases in the U.S. District Court for the District of South Carolina. There is no indication that a settlement has been finalized or any details about a settlement amount.",
122,als_51566_20240501212804,Lion Group Inc.,Occupational Exposure,"Article: ""The lawsuit claims the standards set by the NFPA were part of a deal to sell safety gear laden with cancer-causing PFAS chemicals to fire fighters.""",Product Liability,"Article: ""The lawsuit claims the requirements were issued as a result of a deal with Lion Group Inc. and W.L. Gore & Associates, which manufactured the gear approved by the NFPA for fire fighters and emergency responders to use.""",Products,"Article: ""the requirements were issued as a result of a deal with Lion Group In. and W.L. Gore & Associates, which manufactured the gear approved by the NFPA for fire fighters and emergency responders to use.""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Lion Group Inc. regarding PFAS. It primarily discusses the lawsuit filed by the International Association of Fire Fighters against the National Fire Protection Association and the broader context of PFAS-related litigation. There is no information provided about a settlement involving Lion Group Inc.",
122,als_51566_20240501212804,W.L. Gore & Associates,Falsely Advertised,Inferred: No explanation available,Product Liability,"Article: ""The lawsuit claims the requirements were issued as a result of a deal with Lion Group In. and W.L. Gore & Associates, which manufactured the gear approved by the NFPA for fire fighters and emergency responders to use.""",Products,"Article: ""the requirements were issued as a result of a deal with Lion Group In. and W.L. Gore & Associates, which manufactured the gear approved by the NFPA for fire fighters and emergency responders to use.""",False,,,,"Inferred: The provided text does not mention any settlement being finalized or any specific settlement amount, currency, or paid date related to W.L. Gore & Associates in connection with PFAS. The text primarily discusses the lawsuit filed by the International Association of Fire Fighters against the National Fire Protection Association and mentions the involvement of W.L. Gore & Associates in manufacturing the gear. However, there is no information about a settlement or its details.",
124,als_51021_20240501212811,3M Company,Failing to Warn,"Article: ""Hundreds of former firefighters already claim that chemical manufacturers like 3M Company and DuPont knew or should have known about the PFAS cancer risk, yet they withheld important safety information and warnings for decades.""",Product Liability,"Article: ""Hundreds of former firefighters already claim that chemical manufacturers like 3M Company and DuPont knew or should have known about the PFAS cancer risk, yet they withheld important safety information and warnings for decades.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company and PFAS. It discusses ongoing litigation and the establishment of a 'bellwether' program for early trial dates, but there is no information indicating that a settlement has been finalized or any specific settlement details.",
124,als_51021_20240501212811,DuPont,Failing to Warn,"Article: ""Hundreds of former firefighters already claim that chemical manufacturers like 3M Company and DuPont knew or should have known about the PFAS cancer risk, yet they withheld important safety information and warnings for decades.""",Product Liability,"Article: ""Hundreds of former firefighters already claim that chemical manufacturers like 3M Company and DuPont knew or should have known about the PFAS cancer risk, yet they withheld important safety information and warnings for decades.""",Products,"Article: ""Hundreds of former firefighters already claim that chemical manufacturers like 3M Company and DuPont knew or should have known about the PFAS cancer risk, yet they withheld important safety information and warnings for decades.""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to DuPont and PFAS. It discusses ongoing litigation and the establishment of a bellwether program for early trial dates, but no specific settlements are mentioned.",
127,als_50617_20230128142721,The Coca-Cola Company,Falsely Advertised,Inferred: No explanation available,Product Liability,Inferred: No explanation available,Products,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement amount, currency, or paid date related to the case against The Coca-Cola Company for PFAS contamination in Simply Tropical juice products. The text only describes the allegations and the filing of the class action lawsuit, without any indication that the case has been settled or any details about a settlement.",
127,als_50617_20230128142721,The Simply Orange Juice Company,Falsely Advertised,"Article: ""the Coca-Cola Company falsely advertises its “Simply Tropical” juice products as all natural, when in fact that juice products contain high levels of per- and polyfluoroalkyl substances (PFAS)""",Product Liability,"Article: ""The class action lawsuit claims Simply Orange contains levels of PFAS many times higher than those recommended by the EPA.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement being reached or any specific settlement amount for 'The Simply Orange Juice Company' related to 'pfas'. The text primarily discusses the allegations and the filing of the lawsuit, but there is no information about a settlement or any monetary figures related to a settlement.",
127,als_50617_20230128142721,McDonald’s,Packaging,"Article: ""Over the past year, a growing number of consumer class action lawsuits have also been filed over high levels of PFAS in a wide variety of products, including cosmetics, McDonald’s wrappers and other food containers.""",Product Liability,"Article: ""Over the past year, a growing number of consumer class action lawsuits have also been filed over high levels of PFAS in a wide variety of products, including cosmetics, McDonald’s wrappers and other food containers.""",Packaging,Inferred: No explanation available,False,,,,"Inferred: {'reason': ""The text provided does not mention any settlement amount, currency, or paid date related to McDonald's and PFAS. The text primarily discusses a class action lawsuit against The Coca-Cola Company regarding PFAS in Simply Tropical juice products. There is no information about a settlement for McDonald's in the provided text.""}",
129,als_50394_20230116201403,Republic of Pennsylvania LLC,Environmental Pollution,"Article: ""alleging it is polluting the Susquehanna River with the toxic chemicals""",Environmental Liability,"Article: ""The PFAS lawsuit charges the company with violations of the Clean Water Act, which have left the Susquehanna River polluted with high levels of “forever chemicals”""",Landfill leachate,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for 'Republic of Pennsylvania LLC' related to 'pfas'. The article primarily discusses the filing of the complaint and the ongoing legal proceedings, but does not provide details about any settlement or payment.",
129,als_50394_20230116201403,Republic Services,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""The PFAS lawsuit charges the company with violations of the Clean Water Act, which have left the Susquehanna River polluted with high levels of 'forever chemicals'""",Landfill leachate,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for Republic Services related to PFAS. The article primarily discusses the filing of a lawsuit and the allegations against Republic Services, but it does not provide any information about a settlement or payment.",
130,als_50357_20240501212806,3M Company,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",AFFF runoff,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to 3M Company and PFAS. It only discusses the ongoing litigation and the establishment of a 'bellwether' program for early trial dates. Therefore, no settlement details can be extracted from the provided text.",
130,als_50357_20240501212806,DuPont,Occupational Exposure,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to DuPont and PFAS. It only discusses the ongoing litigation and the establishment of a 'bellwether' program for early trial dates. Therefore, no settlement information can be extracted.",
130,als_50357_20240501212806,Tyco Fire Products,Occupational Exposure,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,Inferred: No explanation available,Products,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Tyco Fire Products and PFAS. It only discusses the ongoing litigation and the coordination of cases in the U.S. District Court for the District of South Carolina. Therefore, it is not possible to determine if a settlement has been finalized or any details about a settlement amount from the provided text.",
130,als_50357_20240501212806,Buckeye Fire Equipment Company,Occupational Exposure,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Product Liability,"Article: ""Manufacturers of PFAS chemicals and safety equipment now face thousands of firefighter cancer lawsuits, involving allegations that years of exposure to the chemicals caused testicular cancer, kidney cancer, pancreatic cancer, bladder cancer and other injuries.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Buckeye Fire Equipment Company or PFAS. It only discusses the ongoing litigation and the establishment of a 'bellwether' program for early trial dates. Therefore, it is not possible to determine if the case has been settled or any details about a settlement from the provided text.",
130,als_50357_20240501212806,Kidde-Fenwal,Occupational Exposure,Inferred: No explanation available,Product Liability,Inferred: No explanation available,Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Kidde-Fenwal and PFAS. It only discusses the ongoing litigation and the centralization of cases in the U.S. District Court for the District of South Carolina. There is no indication that a settlement has been finalized or any details about a settlement amount.",
131,als_50135_20230103194139,Inhance Technologies USA,Packaging,Inferred: No explanation available,Environmental Liability,"Article: ""Two prominent environmental groups have filed a lawsuit over PFAS contamination against one of the leading food container manufacturers in the U.S.""",Operations,Inferred: No explanation available,False,,,,"Inferred: {'reason': 'The text does not mention any settlement being finalized or any specific settlement amount related to Inhance Technologies USA. The article primarily discusses the lawsuit filed by environmental groups against Inhance Technologies USA and the potential health risks associated with PFAS contamination. There is no information provided about any settlement, currency, amount, or paid date.'}",
131,als_50135_20230103194139,3M Company,Failing to Warn,Inferred: No explanation available,Product Liability,Inferred: No explanation available,AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to 3M Company and PFAS. It only discusses the ongoing lawsuits and the company's decision to exit PFAS manufacturing by the end of 2025. Therefore, there is no information available to determine if a settlement has been finalized or any details about the settlement amount.",
131,als_50135_20230103194139,Dupont,Failing to Warn,"Article: ""each involving similar allegations that the companies failed to warn about the long-term health risks from exposure to PFAS chemicals used in firefighting foam""",Product Liability,"Article: ""Given common questions of fact and law raised in lawsuits being filed against 3M Company, Dupont and other manufacturers of PFAS chemicals and fire safety equipment, consolidated pretrial proceedings have been established in the federal court system""",AFFF runoff,"Article: ""lawsuits over toxic PFAS effects pending nationwide against 3M and a host of other companies, each involving similar allegations that the companies failed to warn about the long-term health risks from exposure to PFAS chemicals used in firefighting foam.""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Dupont for PFAS. It only discusses ongoing lawsuits and the consolidation of pretrial proceedings for claims against 3M, Dupont, and other manufacturers. There is no indication that a settlement has been finalized or any specific details about a settlement amount.",
132,als_50055_20221227170327,3M Company,"['Environmental Pollution', 'Failing to Warn', 'Bodily Injury (Individuals alleging health affects)']",Inferred: No explanation available,Environmental Liability,Inferred: No explanation available,AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to 3M Company's PFAS lawsuits. It discusses ongoing and future litigation, the company's decision to stop producing PFAS by 2025, and the potential liability exposure, but no details about a finalized settlement or specific amounts are provided.",
132,als_50055_20221227170327,Dupont,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""Given common questions of fact and law raised in lawsuits being filed against 3M Company, Dupont and other manufacturers of PFAS chemicals and fire safety equipment, consolidated pretrial proceedings have been established in the federal court system, where claims brought nationwide are all centralized before one judge in the U.S. District Court for the District of South Carolina, for coordinated discovery and a series of early trial dates to help gauge how juries are likely to respond to certain evidence and testimony that will be repeated throughout the litigation.""",Products,Inferred: No explanation available,False,,,,"Inferred: The provided text does not mention any specific settlement amount, currency, or paid date related to Dupont and PFAS. The text primarily discusses the ongoing and future legal challenges faced by 3M and other manufacturers, including Dupont, but does not provide details about any finalized settlements or specific amounts.",
134,als_49857_20221227170856,Gamer Advantage LLC,Falsely Advertised,Inferred: No explanation available,Product Liability,"Article: ""Dawood’s class action lawsuit focused on PFAS found in FogAway eyeglass spray, claiming the company engaged in deceptive marketing by not revealing the presence of PFAS chemicals.""",Products,Inferred: No explanation available,True,,,,"Article: ""attorneys for Dawood and Gamer Advantage LLC, FogAway’s manufacturer, filed a stipulation of dismissal (PDF) in the U.S. District Court for the Eastern District of California, announcing the case was being dismissed because parties had reached a PFAS settlement agreement.""",
135,als_49577_20221128190246,3M Company,Environmental Pollution,Inferred: No explanation available,Environmental Liability,Inferred: No explanation available,AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to 3M Company for PFAS. It only describes the lawsuit filed by Baltimore City against various PFAS chemical companies, including 3M Company, seeking damages for water contamination. There is no information provided about a settlement amount, currency, or paid date.",
135,als_49577_20221128190246,E.I. Du Pont De Nemours and Co.,Failing to Warn,"Article: ""The lawsuit claims 3M Company, E.I. Du Pont De Nemours and Co., Corteva, Inc., Chemguard, Inc., Tyco Fire Products, Raytheon Technologies, BASF Corp. and several others who failed to instruct users of firefighting foam containing PFAS of the need to take proper precautions to limit exposure and failed to provide adequate instructions about the potential risks.""",Environmental Liability,"Article: ""The city also accuses the manufacturers of failing to use less toxic compounds to make firefighting foam, which they knew would enter water supplies and impact the environment.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to 'E.I. Du Pont De Nemours and Co.' for the 'pfas' case. The text only describes the lawsuit filed by the City of Baltimore against various companies, including E.I. Du Pont De Nemours and Co., but does not provide details about any settlement or its terms.",
135,als_49577_20221128190246,"Corteva, Inc.",Failing to Warn,Inferred: No explanation available,Environmental Liability,"Article: ""The city also accuses the manufacturers of failing to use less toxic compounds to make firefighting foam, which they knew would enter water supplies and impact the environment.""",AFFF runoff,"Article: ""firefighting foam manufacturers liable for the contamination of the city’s drinking water""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to Corteva, Inc. for PFAS. It only describes the lawsuit filed by Baltimore City against various PFAS chemical companies, including Corteva, Inc., seeking damages for water contamination. There is no information provided about the outcome or any settlement details.",
135,als_49577_20221128190246,"Chemguard, Inc.",Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""The city also accuses the manufacturers of failing to use less toxic compounds to make firefighting foam, which they knew would enter water supplies and impact the environment.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to Chemguard, Inc. for the PFAS case. It only describes the lawsuit filed by Baltimore City against various companies, including Chemguard, Inc., seeking damages for PFAS contamination. There is no information provided about any settlement being reached or any amounts paid.",
135,als_49577_20221128190246,Tyco Fire Products,Failing to Warn,"Article: ""failed to instruct users of firefighting foam containing PFAS of the need to take proper precautions to limit exposure and failed to provide adequate instructions about the potential risks""",Environmental Liability,"Article: ""The city also accuses the manufacturers of failing to use less toxic compounds to make firefighting foam, which they knew would enter water supplies and impact the environment.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for 'Tyco Fire Products' related to 'pfas'. The text only describes the lawsuit filed by Baltimore City against various companies, including Tyco Fire Products, seeking damages for PFAS contamination. There is no information provided about any settlement being reached or any amounts being paid.",
135,als_49577_20221128190246,Raytheon Technologies,Failing to Warn,"Article: ""The lawsuit claims 3M Company, E.I. Du Pont De Nemours and Co., Corteva, Inc., Chemguard, Inc., Tyco Fire Products, Raytheon Technologies, BASF Corp. and several others who failed to instruct users of firefighting foam containing PFAS of the need to take proper precautions to limit exposure and failed to provide adequate instructions about the potential risks.""",Environmental Liability,"Article: ""The city also accuses the manufacturers of failing to use less toxic compounds to make firefighting foam, which they knew would enter water supplies and impact the environment.""",AFFF runoff,"Article: ""failed to instruct users of firefighting foam containing PFAS of the need to take proper precautions to limit exposure""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to Raytheon Technologies for PFAS. It only describes the lawsuit filed by Baltimore City seeking damages from various companies, including Raytheon Technologies, for PFAS contamination. There is no information provided about the outcome or any settlement details.",
135,als_49577_20221128190246,BASF Corp.,Failing to Warn,Inferred: No explanation available,Environmental Liability,"Article: ""The city also accuses the manufacturers of failing to use less toxic compounds to make firefighting foam, which they knew would enter water supplies and impact the environment.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to BASF Corp. for PFAS. It only describes the lawsuit filed by Baltimore City against various companies, including BASF Corp., seeking damages for PFAS contamination. There is no information provided about the outcome of the lawsuit or any settlement details.",
137,als_49447_20240501212625,3M,Environmental Pollution,Inferred: No explanation available,Environmental Liability,Inferred: No explanation available,AFFF runoff,"Article: ""firefighting foam, which has been used to combat fuel based fires for decades, particularly at military bases, airports and other firefighter training locations""",False,,,,"Inferred: The text does not mention any finalized settlement or specific settlement amount related to 3M and PFAS. It discusses the ongoing lawsuit filed by California and the centralized federal water contamination lawsuits, but there is no indication that a settlement has been reached or any specific settlement amount has been mentioned.",
137,als_49447_20240501212625,DuPont,Environmental Pollution,"Article: ""California became the first state to file a water contamination lawsuit against 3M, DuPont and other manufacturers of firefighting foam and PFAS chemicals""",Environmental Liability,"Article: ""California became the first state to file a water contamination lawsuit against 3M, DuPont and other manufacturers of firefighting foam and PFAS chemicals""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized for DuPont related to PFAS. It discusses the filing of a lawsuit by California against DuPont and other manufacturers, but there is no information about a settlement amount, currency, or paid date. The text focuses on the allegations and the legal proceedings rather than any concluded settlements.",
138,als_49272_20221109192726,3M Company,Failing to Warn,Inferred: No explanation available,Product Liability,Inferred: No explanation available,AFFF runoff,"Article: ""Manufacturers of the chemicals currently face hundreds of firefighting foam lawsuits brought by individuals diagnosed with cancer after direct contact with the chemicals during their careers as a firefighter.""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to 3M Company and PFAS. It only discusses ongoing lawsuits and the establishment of consolidated pretrial proceedings in the federal court system. Therefore, it is not possible to determine any settlement details from the provided text.",
138,als_49272_20221109192726,Dupont,Failing to Warn,Inferred: No explanation available,Product Liability,"Article: ""Given common questions of fact and law raised in lawsuits being filed against 3M Company, Dupont and other manufacturers of PFAS chemicals and fire safety equipment, consolidated pretrial proceedings have been established in the federal court system, where claims brought nationwide are all centralized before one judge in the U.S. District Court for the District of South Carolina, for coordinated discovery and a series of early trial dates to help gauge how juries are likely to respond to certain evidence and testimony that will be repeated throughout the litigation.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Dupont and PFAS. It only discusses ongoing lawsuits and the establishment of consolidated pretrial proceedings. There is no indication that a settlement has been finalized.",
139,als_49315_20221108190527,3M Company,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""seeking to hold a number of chemical companies and safety equipment manufacturers liable for the contamination of the city’s drinking water""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company for PFAS contamination. It only discusses the filing of a lawsuit by Baltimore against several chemical manufacturers, including 3M, and the ongoing pretrial proceedings and bellwether trials expected to begin in mid-2023. Therefore, there is no information available to determine if the case has been settled or any settlement details.",
139,als_49315_20221108190527,E.I. Du Pont De Nemours and Co.,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""seeking to hold a number of chemical companies and safety equipment manufacturers liable for the contamination of the city’s drinking water""",AFFF runoff,"Article: ""Defendants designed, manufactured, marketed, promoted, distributed, supplied, and/or sold PFAS-based aqueous film-forming foam (AFFF) products""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to 'E.I. Du Pont De Nemours and Co.' for the PFAS case. The article discusses ongoing litigation and the centralization of cases for pretrial proceedings and bellwether trials, but it does not provide details about any finalized settlements or specific amounts paid.",
